date,dataset,site,track,stress_id,risk_code
2024-03-28,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,UNFAVORABLE
2024-03-29,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,UNFAVORABLE
2024-03-30,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,UNFAVORABLE
2024-03-31,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,UNFAVORABLE
2024-04-01,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,UNFAVORABLE
2024-04-02,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-03,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-04,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-05,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-06,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-07,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-08,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-09,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-10,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-11,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-12,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-13,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-14,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-15,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-16,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-17,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-18,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-19,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-20,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-21,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-22,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-23,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-24,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-25,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-26,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-27,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-28,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-29,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-04-30,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Powdery mildew,UNCINE,FAVORABLE
2024-01-01,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-02,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-03,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-04,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-05,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-06,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-07,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-08,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-09,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-10,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-11,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-12,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-13,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-14,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-15,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-16,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-17,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-18,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-19,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-20,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-21,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-22,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-23,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-24,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-25,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-26,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-27,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-28,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-29,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-30,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-01-31,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-01,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-02,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-03,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-04,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-05,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-06,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-07,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-08,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-09,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-10,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-11,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-12,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-13,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-14,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-15,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-16,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-17,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-18,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-19,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-20,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-21,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-22,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-23,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-24,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-25,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-26,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-27,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-28,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-02-29,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-01,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-02,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-03,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-04,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-05,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-06,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-07,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-08,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-09,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-10,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-11,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-12,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-13,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-14,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-15,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-16,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-17,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-18,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-19,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-20,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-21,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-22,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,NOT_SEASONAL
2024-03-23,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,UNFAVORABLE
2024-03-24,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,UNFAVORABLE
2024-03-25,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,UNFAVORABLE
2024-03-26,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,UNFAVORABLE
2024-03-27,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,UNFAVORABLE
2024-03-28,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,UNFAVORABLE
2024-03-29,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,UNFAVORABLE
2024-03-30,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,UNFAVORABLE
2024-03-31,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-01,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-02,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-03,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-04,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-05,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-06,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-07,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-08,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-09,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-10,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-11,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-12,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-13,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-14,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,OPTIMAL
2024-04-15,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,OPTIMAL
2024-04-16,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,OPTIMAL
2024-04-17,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,OPTIMAL
2024-04-18,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,OPTIMAL
2024-04-19,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,OPTIMAL
2024-04-20,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,OPTIMAL
2024-04-21,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,OPTIMAL
2024-04-22,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,OPTIMAL
2024-04-23,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,OPTIMAL
2024-04-24,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-25,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-26,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-27,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-28,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-29,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-04-30,Mingyang 2024,"Mingyang, Guangxi (22.61 N, 108.23 E)",Field risk,,FAVORABLE
2024-01-01,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-02,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-03,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-04,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-05,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-06,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-07,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-08,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-09,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-10,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-11,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-12,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-13,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-14,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-15,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-16,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-17,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-18,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-19,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-20,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-21,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-22,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-23,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-24,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-25,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-26,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-27,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-28,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-29,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-30,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-01-31,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-01,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-02,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-03,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-04,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-05,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-06,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-07,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-08,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-09,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-10,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-11,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-12,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-13,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-14,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-15,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-16,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-17,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-18,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-19,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-20,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-21,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-22,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-23,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-24,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-25,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-26,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-27,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-28,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-02-29,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-03-01,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-03-02,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-03-03,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-03-04,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
2024-03-05,GXG-233 without fungicide,"GXG-233, Guangxi (23.83 N, 108.11 E)",Downy mildew,PLASVI,NOT_SEASONAL
